id,first_name,last_name,email,gender,ip_address,trade_id,stock_symbol,trade_date,trade_time,trade_price,trade_quantity,buyer_id,seller_id,trade_type,commission_fee
593,Isa,Morgue,imorguegg@xrea.com,Female,179.89.131.60,593,AMZN,2/1/2020,4,470.45,68,593,593,sell,62.16
594,Cassi,Mayhew,cmayhewgh@booking.com,Female,219.241.19.192,594,MSFT,7/17/2021,14,205.56,924,594,594,sell,13.07
595,Hildagarde,Thynn,hthynngi@mapy.cz,Female,11.88.10.117,595,GOOGL,4/17/2020,13,201.16,67,595,595,buy,41.45
596,Brennan,Veldstra,bveldstragj@huffingtonpost.com,Male,96.32.238.130,596,AAPL,9/30/2021,5,413.58,548,596,596,buy,68.27
597,Wendall,Philcott,wphilcottgk@ehow.com,Male,118.2.119.43,597,GOOGL,1/3/2021,11,700.05,297,597,597,sell,82.55
598,Hilliard,Reyburn,hreyburngl@hubpages.com,Male,95.60.164.135,598,AAPL,12/4/2021,23,14.52,334,598,598,buy,60.77
599,Nance,Gipps,ngippsgm@ucla.edu,Female,152.151.244.172,599,AMZN,10/29/2020,18,355.47,64,599,599,buy,47.12
600,Homere,Vuittet,hvuittetgn@youku.com,Male,123.110.39.146,600,FB,5/5/2020,1,438.57,441,600,600,buy,63.96
601,Thadeus,Hellin,thellingo@columbia.edu,Male,197.203.33.108,601,FB,2/5/2020,23,19.85,863,601,601,buy,92.56
602,Fleming,Edgeler,fedgelergp@gov.uk,Male,185.222.204.207,602,AMZN,5/3/2021,2,769.0,618,602,602,buy,29.75
603,Maren,Simants,msimantsgq@alexa.com,Bigender,181.200.61.1,603,AAPL,6/20/2021,13,831.19,416,603,603,sell,48.31
604,Clotilda,Crystal,ccrystalgr@fastcompany.com,Female,240.28.196.133,604,MSFT,10/16/2021,14,844.27,495,604,604,sell,30.82
605,Alvy,Duckels,aduckelsgs@over-blog.com,Male,64.38.104.195,605,AAPL,3/30/2021,4,869.07,878,605,605,buy,32.71
606,Trina,Trase,ttrasegt@pen.io,Female,191.77.76.185,606,GOOGL,11/18/2020,11,232.81,182,606,606,sell,1.61
607,Clywd,Aslett,caslettgu@mapy.cz,Male,46.115.18.141,607,GOOGL,6/18/2020,23,432.9,243,607,607,buy,80.29
608,Fred,Dwine,fdwinegv@mozilla.com,Female,101.16.93.94,608,AMZN,8/23/2021,4,255.05,745,608,608,buy,39.52
609,Clemmie,Breslauer,cbreslauergw@ezinearticles.com,Female,70.187.78.110,609,MSFT,7/19/2021,12,993.57,917,609,609,buy,49.64
610,Yoshi,Grenshields,ygrenshieldsgx@clickbank.net,Female,42.102.36.208,610,FB,6/15/2021,10,195.74,301,610,610,buy,95.17
611,Elfreda,Attrill,eattrillgy@ning.com,Female,8.68.200.118,611,FB,7/30/2020,0,976.02,584,611,611,buy,82.28
612,Yoshi,Barents,ybarentsgz@networksolutions.com,Female,100.16.189.95,612,GOOGL,9/28/2021,17,126.2,689,612,612,buy,5.93
613,Cherlyn,Espinho,cespinhoh0@deviantart.com,Female,46.15.138.50,613,AAPL,11/27/2021,2,92.32,102,613,613,sell,16.9
614,Rudolf,Berk,rberkh1@cbslocal.com,Male,159.42.9.254,614,AMZN,10/18/2020,18,782.33,903,614,614,buy,94.75
615,Gloriane,Danilenko,gdanilenkoh2@alexa.com,Female,11.91.192.229,615,GOOGL,8/19/2020,8,411.37,341,615,615,sell,98.19
616,Etan,Egar,eegarh3@ning.com,Male,196.166.50.224,616,FB,2/14/2020,5,330.87,956,616,616,buy,33.95
617,Gregg,Kivelle,gkivelleh4@goodreads.com,Agender,100.153.232.49,617,MSFT,5/2/2020,0,101.27,290,617,617,buy,96.02
618,Gussie,Southern,gsouthernh5@china.com.cn,Genderfluid,2.119.140.60,618,AAPL,5/17/2021,22,291.55,721,618,618,sell,57.58
619,Pincas,Everingham,peveringhamh6@who.int,Male,47.105.53.241,619,MSFT,11/11/2021,5,55.92,182,619,619,buy,82.26
620,Rodger,Jager,rjagerh7@ucla.edu,Male,50.63.93.243,620,MSFT,10/7/2020,8,363.51,486,620,620,sell,14.18
621,Katheryn,Amy,kamyh8@telegraph.co.uk,Female,38.97.134.75,621,AAPL,9/21/2021,14,103.99,187,621,621,buy,18.75
622,Kristin,Marriott,kmarriotth9@sakura.ne.jp,Female,145.240.224.224,622,GOOGL,6/20/2020,14,398.05,7,622,622,buy,78.3
623,Rutter,Withey,rwitheyha@mtv.com,Male,110.50.169.24,623,AAPL,1/16/2020,10,420.4,480,623,623,sell,90.22
624,Wat,Matteuzzi,wmatteuzzihb@altervista.org,Male,204.191.41.90,624,FB,5/23/2020,14,522.06,553,624,624,sell,68.41
625,Terza,Yoell,tyoellhc@mozilla.com,Agender,149.18.100.101,625,GOOGL,6/30/2020,8,240.14,586,625,625,sell,37.17
626,Vevay,Somerville,vsomervillehd@edublogs.org,Female,59.154.157.107,626,AMZN,2/19/2021,16,654.44,706,626,626,buy,32.41
627,Carney,Elis,celishe@wp.com,Male,135.110.27.48,627,AAPL,11/12/2021,3,487.24,939,627,627,buy,29.67
628,Maudie,Geri,mgerihf@wikipedia.org,Female,125.184.26.27,628,GOOGL,5/22/2021,1,223.8,474,628,628,sell,81.53
629,Caddric,Leggin,clegginhg@theglobeandmail.com,Male,94.246.242.111,629,MSFT,3/12/2021,6,142.9,290,629,629,sell,53.16
630,Cori,Greest,cgreesthh@eepurl.com,Male,244.173.209.19,630,FB,1/13/2021,13,842.55,617,630,630,buy,6.7
631,Mayor,Biner,mbinerhi@webs.com,Male,53.120.28.15,631,MSFT,4/10/2020,13,27.26,539,631,631,sell,82.3
632,Fernande,Trowle,ftrowlehj@globo.com,Female,221.86.192.83,632,AAPL,9/30/2020,9,582.14,546,632,632,buy,15.18
633,Dennison,Lindenman,dlindenmanhk@bbb.org,Male,69.75.138.32,633,FB,12/24/2021,23,576.04,352,633,633,buy,13.67
634,Gilberta,Farman,gfarmanhl@imgur.com,Female,163.105.205.72,634,FB,8/20/2020,15,267.18,398,634,634,sell,93.76
635,Kenny,Holah,kholahhm@dropbox.com,Male,243.106.60.65,635,GOOGL,7/16/2020,2,431.69,484,635,635,buy,12.64
636,Rafaellle,Janaway,rjanawayhn@tripadvisor.com,Male,117.0.254.37,636,GOOGL,3/21/2021,2,487.66,800,636,636,sell,89.67
637,Marquita,MacGilrewy,mmacgilrewyho@chicagotribune.com,Female,186.218.83.241,637,FB,5/30/2020,11,975.04,765,637,637,sell,55.5
638,Derwin,Limming,dlimminghp@alibaba.com,Male,235.212.180.233,638,MSFT,3/4/2020,3,840.72,349,638,638,buy,36.21
639,Connie,Limeburn,climeburnhq@slashdot.org,Female,136.190.169.24,639,FB,3/20/2021,23,663.37,739,639,639,buy,53.25
640,Trevor,Karim,tkarimhr@addthis.com,Male,71.172.222.17,640,GOOGL,7/28/2020,9,370.84,905,640,640,buy,41.71
641,Quintin,Triggle,qtrigglehs@si.edu,Male,18.26.237.255,641,FB,4/8/2021,17,933.77,474,641,641,sell,30.63
642,Rona,Brugh,rbrughht@aboutads.info,Female,142.150.49.219,642,GOOGL,5/14/2021,9,119.77,823,642,642,buy,26.17
643,Darrel,Loosemore,dloosemorehu@newyorker.com,Male,51.161.142.175,643,MSFT,4/20/2020,15,650.62,838,643,643,buy,60.96
644,Francine,Mounsey,fmounseyhv@ed.gov,Female,223.27.23.53,644,GOOGL,12/28/2020,8,870.21,597,644,644,sell,85.95
645,Hillary,Snyder,hsnyderhw@topsy.com,Male,154.174.117.154,645,AAPL,10/13/2021,17,781.69,241,645,645,buy,30.22
646,Adara,Mellish,amellishhx@adobe.com,Bigender,200.226.122.242,646,MSFT,7/12/2021,20,575.06,910,646,646,buy,54.73
647,Jermaine,Soldner,jsoldnerhy@rambler.ru,Male,87.227.64.179,647,MSFT,1/23/2020,15,962.64,486,647,647,buy,35.71
648,Theadora,Paxforde,tpaxfordehz@timesonline.co.uk,Female,182.159.184.188,648,GOOGL,11/15/2020,7,524.97,403,648,648,buy,89.17
649,Ginger,Wife,gwifei0@jiathis.com,Male,37.225.221.163,649,MSFT,10/3/2020,12,803.31,986,649,649,sell,58.8
650,Rowe,Baglow,rbaglowi1@gov.uk,Female,215.47.200.136,650,AMZN,2/18/2021,7,459.92,71,650,650,buy,97.13
651,Waldo,Pinckard,wpinckardi2@liveinternet.ru,Agender,214.176.24.139,651,AAPL,12/24/2021,8,555.35,476,651,651,buy,27.22
652,Adrian,Flegg,afleggi3@sogou.com,Male,200.0.222.205,652,FB,11/16/2021,6,890.28,429,652,652,sell,15.79
653,Darcie,Cottier,dcottieri4@nsw.gov.au,Non-binary,230.53.220.123,653,AMZN,7/3/2021,12,637.65,685,653,653,sell,99.22
654,Barnabas,Dieton,bdietoni5@princeton.edu,Male,178.82.143.199,654,AAPL,8/18/2021,1,445.07,179,654,654,buy,52.96
655,Giffy,Woodhead,gwoodheadi6@deliciousdays.com,Male,35.1.191.246,655,AAPL,8/11/2020,10,214.29,973,655,655,sell,75.3
656,Terrel,Studd,tstuddi7@amazonaws.com,Male,234.76.139.103,656,AAPL,4/21/2020,7,236.83,815,656,656,sell,9.41
657,Jemmie,MacIllrick,jmacillricki8@gizmodo.com,Female,221.75.48.171,657,GOOGL,4/14/2020,16,250.56,499,657,657,buy,59.69
658,Antoni,Cosins,acosinsi9@phpbb.com,Male,245.105.144.92,658,FB,3/1/2021,11,894.11,908,658,658,sell,4.9
659,Ervin,Messier,emessieria@amazon.co.jp,Male,229.223.70.32,659,AAPL,2/22/2021,8,627.87,225,659,659,sell,85.97
660,Filberte,Joe,fjoeib@google.com.br,Male,215.104.39.66,660,FB,2/12/2021,6,756.85,575,660,660,buy,3.77
661,Gerladina,Bucksey,gbuckseyic@guardian.co.uk,Female,156.118.195.48,661,GOOGL,12/5/2020,5,646.43,170,661,661,buy,63.92
662,Chrystal,Grishechkin,cgrishechkinid@google.it,Female,221.30.4.225,662,AAPL,3/5/2021,12,330.88,701,662,662,sell,75.7
663,Carly,Coath,ccoathie@home.pl,Male,21.86.35.125,663,AMZN,11/1/2020,20,740.67,968,663,663,buy,70.45
664,Carly,Horsburgh,chorsburghif@about.com,Female,7.221.188.242,664,GOOGL,6/1/2020,23,11.72,333,664,664,buy,55.86
665,Jessi,Zohrer,jzohrerig@google.it,Female,131.239.228.210,665,MSFT,8/9/2021,0,340.21,36,665,665,sell,1.31
666,Teddi,Franciottoi,tfranciottoiih@wikispaces.com,Female,85.160.69.17,666,AAPL,5/16/2020,20,659.18,674,666,666,sell,86.43
667,Ody,Rosenau,orosenauii@ihg.com,Male,58.57.162.43,667,AAPL,10/25/2021,1,674.98,394,667,667,buy,77.11
668,Berna,Esche,bescheij@hubpages.com,Female,71.14.139.172,668,FB,6/16/2021,19,540.45,571,668,668,sell,92.81
669,Mackenzie,Dowtry,mdowtryik@vinaora.com,Male,183.63.29.233,669,AAPL,11/28/2020,19,588.41,767,669,669,buy,68.94
670,Hamilton,Ellse,hellseil@wix.com,Male,141.102.127.173,670,AMZN,12/2/2021,19,374.09,877,670,670,buy,24.51
671,Clo,Pearl,cpearlim@yellowpages.com,Female,33.255.83.84,671,MSFT,4/29/2020,9,478.12,446,671,671,sell,3.3
672,Vincent,Shucksmith,vshucksmithin@imageshack.us,Male,206.170.2.6,672,GOOGL,7/9/2020,14,241.65,705,672,672,buy,92.25
673,Jazmin,Pepi,jpepiio@java.com,Female,11.81.77.242,673,MSFT,4/7/2021,17,956.24,44,673,673,buy,80.27
674,Jaclyn,Charon,jcharonip@umn.edu,Genderfluid,234.47.68.114,674,GOOGL,10/12/2020,4,204.65,1000,674,674,sell,3.06
675,Noell,Ruckert,nruckertiq@wsj.com,Female,112.237.16.95,675,AMZN,4/16/2021,17,187.25,433,675,675,buy,33.65
676,Nola,Doyley,ndoyleyir@nymag.com,Female,91.110.106.40,676,MSFT,2/21/2020,18,262.78,342,676,676,buy,16.18
677,Rudd,Almeida,ralmeidais@intel.com,Male,238.218.168.99,677,MSFT,8/24/2020,4,976.14,220,677,677,sell,98.49
678,Sarge,Brehault,sbrehaultit@odnoklassniki.ru,Male,53.67.104.45,678,AMZN,11/12/2021,2,974.01,905,678,678,buy,41.77
679,Sarena,Jimmes,sjimmesiu@yellowpages.com,Female,17.139.76.64,679,MSFT,6/23/2021,17,840.54,604,679,679,buy,12.92
680,Roberto,Claworth,rclaworthiv@surveymonkey.com,Male,20.176.42.191,680,AAPL,2/3/2020,19,341.55,170,680,680,buy,86.51
681,Niki,Kuschel,nkuscheliw@hao123.com,Male,146.51.159.23,681,FB,4/11/2020,13,609.14,356,681,681,sell,51.21
682,Chase,Castane,ccastaneix@hugedomains.com,Male,31.72.149.129,682,AAPL,7/28/2020,9,98.81,136,682,682,buy,41.43
683,Hatty,Weippert,hweippertiy@friendfeed.com,Female,90.38.247.25,683,GOOGL,8/1/2020,2,196.18,839,683,683,sell,3.78
684,Hildagard,Hayes,hhayesiz@yahoo.co.jp,Female,117.70.170.5,684,AMZN,5/4/2020,19,114.25,358,684,684,buy,74.27
685,Lorry,Schwandermann,lschwandermannj0@zimbio.com,Male,216.199.255.97,685,GOOGL,8/25/2020,1,866.29,191,685,685,sell,79.78
686,Bill,Weldon,bweldonj1@wikia.com,Genderqueer,52.27.196.130,686,AMZN,11/2/2021,22,538.38,346,686,686,sell,17.93
687,Tess,Lamberti,tlambertij2@scientificamerican.com,Female,211.225.250.49,687,AMZN,12/21/2020,8,494.79,414,687,687,sell,15.49
688,Dom,Whorlton,dwhorltonj3@dmoz.org,Male,141.48.32.64,688,MSFT,4/6/2020,15,728.37,214,688,688,sell,92.71
689,Alonso,Whelpton,awhelptonj4@ca.gov,Male,216.80.23.19,689,FB,10/12/2020,12,981.75,498,689,689,buy,54.84
690,Gilemette,Jaggs,gjaggsj5@opera.com,Female,156.14.179.27,690,GOOGL,12/25/2021,15,771.39,683,690,690,buy,0.21
691,Sheree,Whickman,swhickmanj6@economist.com,Female,14.61.187.127,691,GOOGL,5/25/2020,2,985.62,710,691,691,buy,32.79
692,Anastasia,Moakes,amoakesj7@google.pl,Female,245.148.3.214,692,FB,11/21/2021,11,500.27,882,692,692,buy,78.29
693,Willabella,Zavattero,wzavatteroj8@nifty.com,Female,118.50.107.38,693,AAPL,3/19/2021,0,248.08,444,693,693,buy,76.15
694,Danna,Lorraine,dlorrainej9@spiegel.de,Female,18.65.9.105,694,MSFT,10/13/2020,11,478.33,777,694,694,buy,50.81
695,Tonya,MacGillicuddy,tmacgillicuddyja@odnoklassniki.ru,Female,41.17.25.45,695,GOOGL,7/18/2020,21,727.76,168,695,695,sell,97.64
696,Alejoa,Lehrian,alehrianjb@g.co,Male,3.197.200.70,696,MSFT,1/25/2021,18,229.71,499,696,696,buy,27.27
697,Stephie,Fuidge,sfuidgejc@feedburner.com,Female,115.204.68.177,697,MSFT,6/27/2020,6,466.58,311,697,697,sell,99.83
698,Jim,Foden,jfodenjd@newsvine.com,Genderqueer,136.12.253.106,698,AMZN,1/26/2021,12,65.05,80,698,698,buy,24.83
699,Aubry,Mayow,amayowje@alexa.com,Female,50.17.113.40,699,GOOGL,3/16/2020,14,835.29,492,699,699,buy,63.28
700,Mayor,Steffans,msteffansjf@plala.or.jp,Male,236.213.7.221,700,AMZN,8/2/2020,12,894.64,204,700,700,buy,79.89
701,Deina,Pavey,dpaveyjg@reddit.com,Female,188.123.122.188,701,GOOGL,9/21/2020,21,160.1,763,701,701,sell,70.92
702,Marge,Bark,mbarkjh@apple.com,Female,247.3.154.235,702,GOOGL,9/26/2020,18,863.23,968,702,702,buy,68.68
703,Ruprecht,Pawling,rpawlingji@bravesites.com,Male,235.110.62.44,703,AMZN,8/8/2021,9,703.76,50,703,703,sell,92.47
704,Solly,Windle,swindlejj@amazon.de,Bigender,163.217.193.160,704,AMZN,2/14/2020,22,96.67,298,704,704,buy,43.24
705,Julianne,Kelcher,jkelcherjk@printfriendly.com,Female,164.167.152.183,705,AAPL,2/18/2021,17,637.52,992,705,705,sell,59.47
706,Rebekkah,Orhtmann,rorhtmannjl@rambler.ru,Female,85.1.133.185,706,MSFT,1/24/2020,8,411.76,304,706,706,buy,11.86
707,Gustav,Pierucci,gpieruccijm@flavors.me,Male,238.249.190.240,707,FB,8/9/2020,21,232.32,353,707,707,sell,51.31
708,Donavon,Ravenshaw,dravenshawjn@vkontakte.ru,Male,216.240.157.241,708,GOOGL,12/26/2021,1,886.98,749,708,708,buy,39.13
709,Morey,Gumley,mgumleyjo@spiegel.de,Male,249.142.177.170,709,GOOGL,12/3/2021,15,317.11,881,709,709,buy,68.75
710,Willy,Scorton,wscortonjp@yandex.ru,Male,36.145.178.171,710,FB,4/13/2021,7,721.33,560,710,710,buy,73.44
711,Dalis,Ballantine,dballantinejq@amazon.co.jp,Male,167.156.140.59,711,FB,5/2/2021,9,813.33,480,711,711,buy,97.26
712,Veronike,Bradneck,vbradneckjr@who.int,Female,253.108.220.91,712,AAPL,9/1/2021,12,247.34,478,712,712,sell,78.25
713,Rosy,Picknett,rpicknettjs@disqus.com,Female,209.152.251.161,713,AMZN,5/6/2020,17,737.52,730,713,713,buy,82.88
714,Glenna,Dawton,gdawtonjt@goo.ne.jp,Female,5.101.98.62,714,FB,1/15/2020,8,893.68,931,714,714,sell,65.19
715,Kristine,Freak,kfreakju@earthlink.net,Female,43.220.136.223,715,FB,11/1/2020,12,607.63,388,715,715,sell,17.03
716,Mel,Eyer,meyerjv@boston.com,Male,82.74.82.18,716,FB,4/3/2021,7,223.03,291,716,716,buy,95.89
717,Lorianne,Pordal,lpordaljw@mozilla.org,Female,198.218.173.194,717,AAPL,6/29/2020,13,11.19,524,717,717,buy,5.9
718,Teirtza,Srutton,tsruttonjx@smugmug.com,Female,35.74.179.248,718,FB,6/6/2020,7,939.54,941,718,718,buy,27.71
719,Parnell,Emmens,pemmensjy@ucoz.ru,Non-binary,96.168.63.244,719,AMZN,9/10/2020,3,623.1,758,719,719,sell,86.58
720,Piotr,Bullivant,pbullivantjz@squidoo.com,Male,239.123.241.194,720,AAPL,3/22/2020,10,834.07,63,720,720,buy,26.35
721,Alfreda,Docker,adockerk0@umich.edu,Female,185.69.151.0,721,MSFT,1/8/2021,19,682.4,870,721,721,buy,67.76
722,Ella,Gibby,egibbyk1@flavors.me,Female,111.49.5.31,722,GOOGL,12/11/2020,13,852.98,840,722,722,sell,78.36
723,Raymund,Samme,rsammek2@artisteer.com,Male,0.18.178.191,723,MSFT,2/28/2021,16,562.23,530,723,723,buy,62.58
724,Marielle,Billyard,mbillyardk3@springer.com,Female,164.41.233.189,724,AAPL,11/1/2020,15,682.78,724,724,724,buy,80.93
725,Felizio,Comberbeach,fcomberbeachk4@dell.com,Male,22.161.82.51,725,MSFT,6/27/2020,17,987.74,572,725,725,sell,51.35
726,Livia,Avramchik,lavramchikk5@weebly.com,Female,125.9.25.60,726,AAPL,8/18/2020,17,135.93,440,726,726,buy,66.88
727,Cal,Southern,csouthernk6@ezinearticles.com,Male,91.81.247.16,727,FB,5/13/2020,3,646.69,44,727,727,sell,92.88
728,Donaugh,Godar,dgodark7@netvibes.com,Male,31.105.21.139,728,MSFT,6/28/2021,10,724.34,237,728,728,sell,34.51
729,Courtnay,Code,ccodek8@technorati.com,Male,52.107.171.252,729,MSFT,12/20/2021,19,612.68,406,729,729,sell,85.07
730,Sherrie,Powton,spowtonk9@redcross.org,Female,75.130.9.15,730,GOOGL,9/28/2021,17,771.91,998,730,730,sell,65.77
731,Dallas,Hubble,dhubbleka@free.fr,Male,244.95.36.107,731,AAPL,11/24/2021,7,701.23,560,731,731,sell,53.73
732,Randal,Joyce,rjoycekb@alexa.com,Genderfluid,221.47.197.161,732,AMZN,9/25/2020,10,582.81,727,732,732,sell,76.63
733,Lula,Sexty,lsextykc@ox.ac.uk,Female,173.20.59.68,733,AMZN,7/18/2021,15,803.51,518,733,733,buy,52.11
734,Waring,McKag,wmckagkd@vinaora.com,Male,146.141.192.74,734,GOOGL,3/17/2021,19,611.62,465,734,734,buy,66.86
735,Cchaddie,Loughren,cloughrenke@feedburner.com,Male,160.50.3.33,735,GOOGL,2/1/2020,12,913.88,471,735,735,buy,46.26
736,Finn,Pecey,fpeceykf@yolasite.com,Male,55.83.62.181,736,GOOGL,12/30/2021,11,135.49,419,736,736,sell,79.6
737,Drugi,Kinder,dkinderkg@reverbnation.com,Male,134.207.51.75,737,MSFT,2/6/2020,1,779.58,707,737,737,sell,61.12
738,Giraud,Kuhlmey,gkuhlmeykh@1688.com,Male,28.151.60.20,738,GOOGL,1/27/2020,17,986.21,975,738,738,buy,6.76
739,Antonie,Tethcote,atethcoteki@ebay.co.uk,Female,228.90.87.134,739,FB,8/11/2020,4,805.24,608,739,739,buy,63.37
740,Talya,Flaws,tflawskj@google.nl,Female,33.209.146.207,740,AAPL,5/18/2021,10,488.9,412,740,740,sell,37.0
741,Dicky,Normandale,dnormandalekk@naver.com,Male,186.149.250.239,741,MSFT,5/28/2020,17,994.27,476,741,741,buy,38.16
742,Branden,Blemings,bblemingskl@ycombinator.com,Male,198.0.29.33,742,AAPL,12/11/2021,15,49.31,323,742,742,buy,36.95
743,Lexi,Joslyn,ljoslynkm@samsung.com,Female,228.158.135.168,743,GOOGL,9/16/2021,14,855.49,130,743,743,buy,47.04
744,Viki,Adlard,vadlardkn@zimbio.com,Female,33.64.244.110,744,AMZN,5/6/2020,1,245.19,546,744,744,sell,96.32
745,Sascha,Dymott,sdymottko@arizona.edu,Female,227.62.193.77,745,GOOGL,2/3/2020,0,496.35,75,745,745,sell,80.82
746,Starla,Mundall,smundallkp@elegantthemes.com,Female,86.195.107.172,746,MSFT,7/20/2021,3,949.36,882,746,746,buy,18.53
747,Barty,Prall,bprallkq@upenn.edu,Male,157.145.74.110,747,AAPL,11/24/2021,10,192.91,761,747,747,buy,23.9
748,Stacie,Hartzog,shartzogkr@wunderground.com,Female,245.226.25.16,748,AMZN,12/4/2021,17,758.93,232,748,748,sell,6.2
749,Angie,Vassar,avassarks@dailymail.co.uk,Genderfluid,82.3.232.28,749,AAPL,3/14/2020,6,536.35,473,749,749,buy,79.71
750,Gwendolen,Vauter,gvauterkt@indiatimes.com,Genderfluid,216.82.7.13,750,AAPL,3/26/2021,20,881.26,921,750,750,buy,95.19
751,Johnny,Sargood,jsargoodku@cbc.ca,Male,102.137.14.201,751,FB,12/16/2021,11,92.11,592,751,751,buy,73.09
752,Bobby,Stell,bstellkv@uol.com.br,Female,242.161.166.22,752,GOOGL,1/9/2021,18,446.09,719,752,752,buy,96.75
753,Gib,Medley,gmedleykw@elegantthemes.com,Male,182.222.168.104,753,FB,7/13/2020,2,681.87,843,753,753,sell,51.35
754,Cori,Killingback,ckillingbackkx@craigslist.org,Female,229.171.45.162,754,MSFT,8/5/2020,10,88.36,358,754,754,buy,1.52
755,Karlik,McWhorter,kmcwhorterky@chicagotribune.com,Male,186.174.50.252,755,AAPL,11/6/2020,8,475.91,322,755,755,sell,77.27
756,Karena,Weall,kweallkz@rakuten.co.jp,Female,102.12.170.138,756,AAPL,8/17/2020,8,951.88,752,756,756,buy,41.19
757,Meghann,Shelton,msheltonl0@domainmarket.com,Female,220.101.17.159,757,AAPL,10/9/2020,18,0.25,904,757,757,buy,98.83
758,Lurline,Turle,lturlel1@over-blog.com,Agender,185.174.235.166,758,GOOGL,2/24/2021,0,79.87,790,758,758,sell,9.24
759,Clementina,Firman,cfirmanl2@skyrock.com,Female,118.150.17.91,759,MSFT,7/8/2021,0,673.21,20,759,759,buy,28.41
760,Bibby,Bartolomeotti,bbartolomeottil3@parallels.com,Female,103.83.188.6,760,AMZN,2/27/2020,9,13.06,216,760,760,buy,63.91
761,Brandyn,MacKean,bmackeanl4@eventbrite.com,Male,43.17.233.171,761,AAPL,11/17/2021,15,632.89,618,761,761,buy,92.33
762,Angelika,Tomasek,atomasekl5@springer.com,Female,84.226.246.253,762,AAPL,1/15/2020,22,678.41,143,762,762,buy,88.57
763,Laurel,Edwards,ledwardsl6@amazon.co.uk,Non-binary,72.153.75.105,763,AAPL,1/16/2020,18,393.96,167,763,763,buy,65.36
764,Ilene,Durgan,idurganl7@barnesandnoble.com,Genderqueer,12.156.204.157,764,AAPL,10/4/2021,19,928.76,596,764,764,buy,11.37
765,Ferdie,Monkhouse,fmonkhousel8@hud.gov,Male,72.64.29.84,765,FB,4/10/2020,23,747.95,859,765,765,buy,68.85
766,Marena,Aubin,maubinl9@ft.com,Female,212.79.91.247,766,AAPL,11/25/2020,22,610.04,279,766,766,sell,24.98
767,Ezequiel,Apark,eaparkla@alexa.com,Male,9.201.31.164,767,MSFT,10/12/2020,1,231.73,490,767,767,sell,74.98
768,Floria,Balaisot,fbalaisotlb@tinyurl.com,Female,73.11.106.116,768,AMZN,9/25/2020,5,670.01,723,768,768,sell,85.85
769,Freddy,Sarath,fsarathlc@google.es,Bigender,3.35.254.198,769,AMZN,7/28/2021,20,617.65,578,769,769,buy,75.28
770,Oralee,Alvares,oalvaresld@taobao.com,Female,148.129.201.28,770,AAPL,4/28/2020,17,852.64,356,770,770,buy,14.67
771,Nickolaus,Midden,nmiddenle@latimes.com,Male,230.182.161.186,771,AAPL,2/9/2020,7,782.07,539,771,771,buy,36.34
772,Leanora,Skitt,lskittlf@instagram.com,Female,104.77.8.124,772,GOOGL,10/1/2021,12,683.83,323,772,772,sell,27.64
773,Tansy,Render,trenderlg@ovh.net,Female,238.123.31.231,773,AAPL,7/21/2021,14,800.19,994,773,773,sell,13.67
774,Sammy,Hingeley,shingeleylh@upenn.edu,Female,115.24.4.167,774,MSFT,10/13/2021,16,788.16,4,774,774,buy,61.27
775,Hally,Poytheras,hpoytherasli@admin.ch,Female,163.0.19.130,775,AAPL,6/15/2020,0,969.02,370,775,775,buy,34.13
776,Christy,Course,ccourselj@github.io,Male,183.100.156.172,776,GOOGL,10/22/2020,19,703.73,887,776,776,buy,30.17
777,Nataline,Howick,nhowicklk@geocities.com,Female,188.1.60.212,777,MSFT,9/14/2021,5,571.63,695,777,777,sell,48.48
778,Bettye,Errichiello,berrichielloll@github.io,Female,46.126.67.7,778,GOOGL,2/5/2020,10,290.07,729,778,778,buy,80.0
779,Evyn,Buyers,ebuyerslm@slashdot.org,Male,120.34.75.182,779,MSFT,12/13/2021,23,112.98,602,779,779,sell,53.64
780,Wes,Vivian,wvivianln@canalblog.com,Agender,28.236.131.102,780,FB,4/10/2021,23,551.83,331,780,780,sell,6.71
781,Anatollo,McCray,amccraylo@uol.com.br,Male,1.126.99.24,781,AMZN,7/24/2021,9,787.58,649,781,781,buy,83.55
782,Ellie,Pellissier,epellissierlp@smugmug.com,Female,250.129.112.163,782,AMZN,2/18/2020,17,444.56,893,782,782,sell,23.94
783,Celia,Immer,cimmerlq@sciencedirect.com,Female,129.25.204.172,783,GOOGL,12/18/2021,10,458.18,579,783,783,buy,20.3
784,Dorri,Danilchev,ddanilchevlr@phpbb.com,Female,194.105.215.115,784,MSFT,2/29/2020,20,435.24,362,784,784,sell,49.47
785,Virgil,Carlon,vcarlonls@cbc.ca,Male,240.156.199.1,785,GOOGL,7/28/2020,2,308.11,97,785,785,sell,25.41
786,Jeanine,Semaine,jsemainelt@freewebs.com,Bigender,41.30.171.139,786,AAPL,7/15/2020,3,281.25,319,786,786,sell,0.52
787,Adelaida,Cleugher,acleugherlu@amazon.com,Female,10.221.199.66,787,AMZN,6/24/2020,1,165.11,820,787,787,buy,31.01
788,Sarena,Harbottle,sharbottlelv@nps.gov,Female,62.72.20.235,788,GOOGL,1/31/2020,6,895.25,492,788,788,buy,55.13
789,Alexei,Edleston,aedlestonlw@ning.com,Male,154.131.118.194,789,MSFT,7/10/2021,8,895.24,413,789,789,sell,46.6
